"","Name","ID","pSize","NDE","pNDE","tA","pPERT","pG","pGFdr","pGFWER","Status","KEGGLINK"
"35","MAPK signaling pathway","04010",247,214,0.0107743005434659,44.7661862598286,0.134,0.0108866543376745,0.0407471919495816,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04010+19417+19418+13537+18218+19252+240672+319520+56405+63953+67603+70686+72349+75590+19259+19279+320139+14103+26921+18781+18782+18784+237625+26565+26971+329502+53357+66350+16765+17762+18033+18034+19697+19698+12675+16150+16151+53859+26396+26395+110157+109880+218397+18015+18750+215449+18747+18749+19108+114713+15461+16653+17532+18176+20130+19419+233046+20662+20663+14673+14701+18595+18596+14182+14183+14186+13649+18211+12286+12287+12288+12289+12290+12291+12292+12293+12294+12295+12297+12298+12299+12300+140723+239556+319734+54377+54652+56808+58226+18590+18591+14164+14165+14167+14168+14169+14170+14171+14173+14174+14176+14178+14180+56636+64654+67112+80857+80903+13645+18205+12064+18049+15370+23939+18099+12531+73086+102626+17164+11911+17260+13198+13714+13712+11909+26415+29857+19060+26399+26397+19042+11651+11652+23797+216965+26407+15507+26409+53608+65964+26404+71751+56274+58231+68652+66513+13197+17873+23882+22034+13163+22030+12367+12475+21812+21813+14102+16177+16178+21937+21803+21808+21809+16175+16176+21926+17165+12540+170758+19353+19354+18479+224105+26405+26406+19099+60597+26403+26400+26414+26419+26420+26398+12928+12929+109689+14013+15481+15482+16476+73181+18019+19055+19056+19057+19058+19059+56398+70261+30957+192176+286940+26401+26410+26411+225028+14281+20807+17869+110651+20111+20112+67071+17346+17347"
"36","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","05412",69,60,0.127960796701029,9.69798291101677,0.014,0.0131218947327796,0.0465153632769852,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05412+12288+12289+12292+12293+12294+12295+12297+12298+12299+12300+140723+319734+54377+54652+56808+20191+11938+24053+24051+20391+13138+16773+13726+16905+13405+13506+13511+16480+67451+104099+109700+16398+16399+16400+16401+16402+16403+16404+16410+241226+319480+16412+16416+16419+16420+16421+192897+320910+11461+13346+12558+12385+109711+11472+11474+16842+21414+21416+12387+14609"
"37","Melanoma","05218",66,61,0.00801382175520785,63.4722143483658,0.224,0.0131449441554578,0.0465153632769852,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05218+109880+12550+18176+17342+19211+13649+14182+16001+17295+18595+18596+13645+14164+14165+14167+14168+14169+14170+14171+14173+14174+14176+14178+14180+15234+16000+18590+18591+54635+56636+64654+67112+71785+80857+80903+12015+12578+12575+17246+13555+13557+242705+19645+12571+11651+11652+23797+18706+18707+18708+18709+18710+30955+320207+74769+26395+26396+110157+11836+15461+16653"
"38","Insulin signaling pathway","04910",131,117,0.00670390752113489,68.3141776377255,0.276,0.0134930061414156,0.0465153632769852,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04910+64930+19062+16332+16150+26414+26419+26420+19268+19246+12703+216233+67296+13712+17346+17347+14104+105787+108079+108097+108099+19079+241113+16334+16890+140491+19046+19047+228966+244416+18770+14936+232493+102093+110094+12313+12314+12315+18679+18682+68961+18747+18749+19084+19085+19087+19088+19108+100705+107476+13685+20104+110078+110095+56458+74370+20662+20663+15461+16653+18176+13684+26987+26395+26396+20416+20418+216148+271849+106628+16337+72508+12015+22084+109880+110157+11836+74551+56717+18576+54611+14120+53413+19017+20411+19744+11651+11652+23797+18706+18707+18708+18709+18710+30955+320207+74769+104215+56637+20787+107746+103988+15275+15277+212032+216019+12928+12929+18759+18762+23921+20528+18607+12402+208650+80794+16369+384783"
"39","Cocaine addiction","05030",49,45,0.0302890647688954,24.903819749719,0.072,0.0155449584761459,0.0522151169326951,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05030+110877+214084+108068+108069+13489+13488+13162+109731+17161+21823+13195+14683+224129+18747+18749+19108+14678+14679+67839+19739+16476+14282+12568+18033+19697+11909+11911+12912+12913+12915+208647+208677+26427+78284+18610+12064+14800+14810+14812+14813+14814+170483+242443+13385+12569"
"40","Long-term depression","04730",65,57,0.104625649247372,62.3133874681302,0.029,0.0206255817838349,0.0675487803420592,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04730+18795+18796+18797+18798+14672+14682+14799+14800+53623+20190+18781+18782+18784+237625+26565+26971+329502+53357+66350+14673+14674+14678+14679+14681+14683+14687+18125+108071+14816+18750+16001+12921+12918+16000+234889+239134+54195+60596+19092+12286+19051+26395+26396+109880+110157+11836+15461+16653+18176+19052+19053+51792+73699+17096+16438+16439+16440"
"41","Vasopressin-regulated water reabsorption","04962",43,41,0.00678114640108866,7.47746152640466,0.518,0.0233638945562148,0.07465049236254,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04962+11998+12000+14683+104111+11512+11515+18747+18749+19108+12912+12913+208647+208677+26427+78284+11827+11829+11828+11857+192662+53869+19344+19345+271457+20909+22318+18195+13191+22428+59288+67665+69654+110350+13424+13426+13427+213575+234663+235661+56455+68097"
"42","Vascular smooth muscle contraction","04270",105,89,0.190928828731884,82.031553021532,0.02,0.0250799433584573,0.0776247866233113,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04270+107589+213435+238564+216459+17931+19046+19047+19877+19878+18750+18753+18754+18755+18761+11848+16801+213498+11475+11548+11549+11550+14672+14682+14673+14674+18795+18796+18797+18798+16438+16439+16440+12313+12314+12315+12288+12289+12292+54652+68458+16532+16533+72413+18781+18782+18784+237625+26565+26971+329502+53357+66350+109624+109880+110157+11836+26395+26396+11540+11541+18160+104110+104111+11512+11513+11514+11515+210044+224129+432530+18747+18749+19108+234889+239134+54195+60596+14683+230103+11607+13617+26361+54140+19222+51801+54409+56089+17880+17540"
"43","GABAergic synapse","04727",82,72,0.0682548941430975,12.3021265652594,0.057,0.0254798917923846,0.0776247866233113,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04727+242425+54393+14412+22348+104110+104111+11512+11513+11514+11515+210044+224129+432530+14417+232333+12286+12287+14678+14679+14681+14688+14695+14696+14697+14700+14701+14702+14706+14708+14710+64337+66066+14394+14396+14397+14399+14400+14401+14402+14403+14404+14405+14406+57249+14645+16522+14660+216456+18747+18749+19108+268566+56486+57436+93739+18195+70827+227120+15114+12288+12289+12292+54652+14408+14409+57138+18750+20779+209837+76257+105727+67760"
"44","Amphetamine addiction","05031",65,58,0.0537966968827297,-22.5972353667689,0.077,0.0268692964047605,0.0799972233869005,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05031+110877+214084+12288+12289+14810+14812+14813+14814+170483+242443+14799+14800+14802+53623+13488+13162+109731+17161+21823+13195+12313+12314+12315+12322+12325+12326+18747+18749+19108+14683+224129+11909+11911+12912+12913+12915+208647+208677+26427+78284+19046+19047+19055+19056+19057+19058+19059+56398+70261+20907+18750+18610+11838+14281+14282+433759+93759+16476"
"45","Epstein-Barr virus infection","05169",188,164,0.0138688967397389,20.2489082009811,0.358,0.0313063679590319,0.0911363156140706,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05169+12902+12182+12494+20737+14990+14991+333715+19664+19668+20375+66354+20602+15184+208727+22627+22628+22629+22631+54401+15481+15482+15507+69253+54194+12534+14128+14191+17869+229906+56463+68153+74197+15182+433759+19231+12914+12576+12427+12428+12566+19645+252870+71609+19766+22029+22030+22031+22033+16151+12675+18035+18036+18037+53859+16150+18033+19697+16179+22034+66513+68652+18034+19698+12495+215446+21939+12505+16408+15894+21929+26409+26398+26400+26397+26399+26414+26419+26420+26415+29857+11909+16476+16453+18706+18707+18708+18709+18710+30955+320207+74769+11651+11652+23797+56637+17096+20963+12478+18803+234779+17999+20020+20021+20022+231329+245841+66420+66491+69241+69833+69920+20018+218832+26939+67005+67065+67486+69870+70408+70428+74414+78929+230073+56480+54131+13666+15467+19106+27103+22352+103573+19384+227720+18747+18749+19108+13000+13001+12575+17246+21374+16154+16155+16451+54721+20848+17463+19179+19181+19182+19184+19185+20422+21762+22123+23996+23997+57296+59029+66413+66997+67089+69077+70247"
"46","Rheumatoid arthritis","05323",75,69,0.00652683430385079,1.21611233713694,0.837,0.0339236967633089,0.0966087886085535,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05323+21943+21934+16175+16176+21926+16193+83430+21803+21808+21809+16994+16156+12977+12981+17392+13039+16168+14960+14998+15000+15001+15002+108664+110935+114143+11964+11966+11972+11973+11974+11975+11984+140494+21871+242341+27060+338375+54411+66144+66237+66290+66335+68775+73834+76252+13038+11433+24099+16408+16414+15894+12524+12487+14254+16173+18654+22339+22340+20302+20311+20297+21898+24088+14281+16476+20304+21687+11600+12477"
"47","Malaria","05144",40,38,0.0112372144630222,-1.27782002872967,0.707,0.0463593639524466,0.129214397399372,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05144+15894+15234+15529+20969+20970+20971+16971+12520+17295+13349+14934+22329+12491+18613+100503605+15129+81897+21898+24088+17874+16193+21926+16159+16173+16408+16414+21939+12845+21825+21826+21827+21828+20339+21803+21808+21809+16176+20344"
"48","Leishmaniasis","05140",61,49,0.622500969860588,-35.3201111742527,0.014,0.0500477785608176,0.133781236000984,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05140+16401+16412+14129+12266+17969+16409+16414+16451+16452+20846+14960+14998+15000+15001+15002+21898+24088+17874+18035+18036+18033+19697+16175+16189+16159+16160+18126+21803+21808+21809+21926+16176+15170+13712+14281+17357+26415+29857+16179+22034+66513+68652+26409+15979+15980+16476+13057+17970+19225"
"49","SNARE interactions in vesicular transport","04130",32,31,0.00971983521620464,0.245096134069598,0.967,0.0532659378689108,0.133781236000984,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04130+224630+67023+71116+12068+54399+56418+53334+56389+20333+56494+67474+67826+58244+228960+68159+74732+53611+53612+55943+53331+53330+20614+20619+13852+20907+20908+20909+56216+22317+22318+22319"
"50","Bladder cancer","05219",39,33,0.364711701494384,54.4732641023324,0.026,0.0536549185702181,0.133781236000984,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05219+15461+17390+17395+72962+14205+18654+22339+22340+22341+21825+13649+12550+12578+12575+17869+56289+13143+13144+69635+17246+13555+13557+242705+19645+73086+13645+26395+26396+109880+110157+11836+16653+18176"
"51","Pancreatic secretion","04972",84,74,0.0562591837689834,-4.95574149956938,0.17,0.0540344863836762,0.133781236000984,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04972+12671+20496+14682+18795+18796+18797+18798+16438+16439+16440+11941+320707+381290+67972+18750+16535+11928+11931+11932+11933+232975+27222+98660+20544+13487+12638+319229+20535+23844+80797+12349+20191+233979+67373+12873+56373+76703+18946+18947+12613+18781+18782+18784+237625+26565+26971+329502+53357+66350+69060+11937+11938+53313+22063+12182+12494+14683+104110+104111+11512+11513+11514+11515+210044+224129+432530+109660+17274+19340+53869+80718+215449+11848+19353"
"52","Long-term potentiation","04720",65,56,0.180643279158748,83.2435044039321,0.053,0.054081129922698,0.133781236000984,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04720+18750+12326+12914+12322+12325+19055+19056+19057+19058+19059+56398+70261+12313+12314+12315+110651+20111+20112+67071+11911+14810+14812+14813+14814+18747+18749+19108+12288+17931+19046+19047+11514+432530+14799+14800+223864+26395+26396+109880+110157+11836+15461+16653+18176+215449+58200+14682+108071+14816+18795+18796+18797+18798+16438+16439+16440"
"53","RIG-I-like receptor signaling pathway","04622",49,46,0.00991063286290483,0.693033471299174,0.967,0.0541252328858945,0.133781236000984,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04622+230073+71586+217069+228607+18033+19697+54644+22031+54131+56489+54123+27215+73174+12370+22034+12675+16150+16151+18035+18036+56480+80861+100038882+11793+67526+270151+72512+74256+23988+71609+19766+66641+225913+13205+26401+26414+26419+26420+26415+29857+22030+26409+21926+16159+16160+15945"
"54","Bacterial invasion of epithelial cells","05100",70,62,0.0633435519628404,58.4546586809396,0.166,0.0584104601644486,0.140327219213157,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05100+54204+12387+12385+19353+12550+78514+12540+20779+13043+15163+16402+16412+11867+434782+56378+56443+67771+74192+76709+11461+19303+14083+12928+12929+18706+18707+18708+18709+18710+30955+320207+74769+12402+208650+80794+17295+103967+13429+13430+74006+12927+12757+67300+74325+242687+83767+22376+73178+14388+20416+20418+216148+271849+14268+12389+12390+16202+622434+71890+22330+11848+140580"
"55","Colorectal cancer","05210",63,54,0.21252293522676,27.2711078110459,0.05,0.0589160080665926,0.140327219213157,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05210+12367+21803+21808+21809+18706+18707+18708+18709+18710+30955+320207+74769+12371+72993+11789+23805+17126+17127+21812+17128+17350+17685+16653+109880+110157+11836+26414+26419+26420+12005+12006+19730+11848+170758+19353+19354+11799+17869+26395+16476+14281+16842+21414+21416+56637+12387+11651+11652+23797+12015+17688+12028+17686+21813"
"56","Glutamatergic synapse","04724",115,101,0.0332081928279384,14.7956041318005,0.351,0.0635480820865388,0.148657120595296,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04724+14823+110637+14805+14807+14809+14799+14800+14802+53623+14810+14812+14813+14814+170483+242443+108071+14816+108068+108069+20510+20513+12288+12289+20511+20512+104110+104111+11512+11513+11514+11515+210044+224129+432530+76257+105727+67760+140919+216227+14683+18747+18749+19108+14682+18795+18796+18797+18798+16438+16439+16440+18750+22063+14678+14679+14681+14688+14695+14696+14697+14700+14701+14702+14706+14708+14710+64337+66066+19055+19056+19057+19058+19059+56398+70261+14660+216456+14645+242607+110355+12286+16519+18781+18782+18784+237625+26565+26971+329502+53357+66350+18805+18806+26556+26557+26558+13385+224997+210274+243961+58234"
"57","Alcoholism","05034",135,90,0.999974379390169,118.825683938205,0.012,0.0650728237534423,0.149553331784227,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05034+110877+214084+13488+13162+14810+14812+14813+14814+170483+242443+109731+17161+21823+13195+19046+19047+14683+224129+18747+11909+11911+12912+12913+12915+208647+208677+26427+78284+12326+15182+15183+15184+15185+208727+232232+433759+56233+79221+12918+109648+12064+12313+12314+12315+207565+55984+13489+14678+14679+14681+14688+14695+14696+14697+14700+14701+14702+14706+14708+14710+64337+66066+11540+11541+63959+15461+16653+18176+109880+110157+11836+26395+14282+107435+15270+26914+404634+51788+77605+319179+68024+15081+20416+20418+216148+271849+20662+20663+18610+18767"
"58","B cell receptor signaling pathway","04662",76,69,0.0147290362690059,-4.77204231609857,0.842,0.0668448442539569,0.150977148228765,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04662+18035+18036+18037+18033+19697+16150+16151+12675+56637+240354+12042+108723+11651+11652+23797+22324+22325+57257+18706+18707+18708+18709+18710+30955+320207+74769+12902+12478+12520+68713+16331+16332+14130+14281+16476+15461+16653+18176+18018+18019+18021+54446+73181+19055+19056+19057+19058+19059+56398+70261+170758+19353+19354+234779+12229+17096+15985+12518+20963+15170+12517+12483+26395+26396+110157+20662+20663+83490+26377"
"59","Mineral absorption","04978",40,36,0.0976026763873029,4.12437941376114,0.135,0.0702211890231281,0.155914843424234,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04978+67972+22337+64177+52466+73649+18173+18174+53945+14319+15368+15369+15203+22041+22782+11977+17748+17750+70358+74051+11927+105243+11928+11931+11932+11933+232975+27222+98660+13487+20537+74338+225997+58800+20531+320718+12724"
"60","Morphine addiction","05032",85,72,0.229920976530508,23.3047088088838,0.064,0.0767956928139164,0.166914405442061,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05032+18390+104110+104111+11512+11513+11514+11515+210044+224129+432530+18747+18749+19108+14678+14679+14681+14688+14695+14696+14697+14700+14701+14702+14706+14708+14710+64337+66066+110385+18574+18575+18576+18577+18578+18584+207728+218461+238871+23984+29863+54611+11539+14394+14396+14397+14399+14400+14401+14402+14403+14404+14405+14406+14408+14409+57249+16519+16521+16522+16524+12286+12287+14683+18750+22348+13488+242425+54393+110355+14772+14773+109689"
"61","Serotonergic synapse","04726",111,96,0.0803921267859975,24.8055564104282,0.187,0.0781355057196938,0.166914405442061,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04726+15562+15565+15566+15559+15560+110877+214084+14683+224129+18747+18749+19108+14682+18795+18796+18797+18798+16438+16439+16440+18750+13195+15567+12286+12287+15550+15551+15557+14678+14679+14681+14688+14695+14696+14697+14700+14701+14702+14706+14708+14710+64337+66066+223864+216343+21990+15563+15564+109731+17161+18781+18782+18784+237625+26565+26971+329502+53357+66350+12288+12289+12292+54652+15561+57014+22063+226143+230459+74519+76279+81906+11684+11685+11686+11687+11688+11689+19224+19225+12367+19252+16519+16521+16522+16524+15461+16653+18176+109880+110157+11836+26395+11820+14400+14401+14402"
"62","Maturity onset diabetes of the young","04950",19,19,0.0178740653167439,-1.53642531271859,0.863,0.0797758142191461,0.166914405442061,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04950+21410+15205+17341+15379+103988+18012+378435+30942+18088+16334+21405+18506+18508+20526+18096+18770+26424+11925+15242"
"63","Chemokine signaling pathway","04062",165,143,0.0328632621450386,34.2231739115197,0.473,0.0802718133041972,0.166914405442061,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04062+12145+12458+12765+12766+12767+12768+12769+12771+12772+12775+12777+13051+80901+14825+15945+16963+17329+20292+20293+20295+20296+20297+20300+20302+20303+20304+20305+20306+20307+20308+20311+20312+55985+56221+56744+57266+57349+66102+16452+16453+14083+14191+15162+17096+20779+19303+11848+18706+18707+18708+18709+18710+30955+320207+74769+18795+18796+18797+18798+20416+20418+216148+271849+14678+14679+14688+14695+14696+14697+14700+14701+14702+14706+14708+14710+64337+66066+12927+140580+12928+12929+110355+14772+14773+24013+109689+19877+19878+22324+22325+57257+16428+12540+104110+104111+11512+11513+11514+11515+210044+224129+432530+215449+22376+73178+18753+93742+18762+21844+24001+17969+18747+18749+19108+18479+20846+20847+20848+20851+11651+11652+23797+15461+16653+18176+26395+109880+110157+94176+19353+19354+18033+19697+12675+16150+16151+18035+18036+277360+20662+20663+56484+56637"
"64","Carbohydrate digestion and absorption","04973",37,32,0.26554059070221,17.2568198810186,0.062,0.0840727332698201,0.172086375911663,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04973+20537+56485+20526+11928+11931+11932+11933+232975+27222+98660+14385+226413+69983+12289+15275+15277+212032+216019+18706+18707+18708+18709+18710+30955+320207+74769+11651+11652+23797+83770+83771+18796"
"65","Osteoclast differentiation","04380",119,103,0.0688989948191838,35.2759500588046,0.262,0.0905198721301912,0.181080467189209,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04380+12978+22030+22034+21934+21943+12977+74256+14389+53859+12675+16151+16150+18035+18033+19697+26409+66513+68652+26399+26395+26414+26419+26420+26415+29857+18018+15975+15976+16451+54721+20846+20847+16391+14360+16818+18706+18707+18708+18709+18710+30955+320207+74769+11651+11652+23797+16175+16176+16177+15979+15980+14281+14282+14283+14284+16476+16477+14129+14130+22177+12229+21682+20963+16822+234779+19055+19056+19057+19058+19059+56398+70261+12326+12912+13038+11433+12311+16416+20375+17342+21926+21937+12703+14200+19016+21803+21808+21812+21813+18034+19698+18412+26400+19353+13057+13058+17969+17970+224480+237038+18726+19261+83433"
"66","Adipocytokine signaling pathway","04920",67,60,0.0429928931775196,11.7531621250163,0.424,0.0912313804159374,0.181080467189209,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04920+18033+19697+18035+18036+18037+19247+12894+78070+74551+14081+216739+328845+433256+50790+74205+94180+18976+105787+108079+108097+108099+19079+241113+11450+100705+19013+68465+72674+18761+207565+20869+55984+109648+20181+20182+20183+20525+20528+12675+16150+16151+21938+11604+20848+26414+26419+26420+11651+11652+23797+56717+22030+16369+384783+21937+12491+19017+71609+16452+21926"
"67","RNA degradation","03018",65,58,0.0537966968827297,4.54809992198309,0.36,0.0957532790006672,0.187219097747573,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu03018+13807+71701+109075+66446+66583+227715+218343+72662+108077+50911+69639+66362+57316+50912+68533+210106+319885+72198+234594+72068+232791+53621+104625+231464+18983+69125+58184+69305+319618+75901+70640+67207+27756+67678+50783+78651+66094+76522+24127+24128+13209+353190+234699+225929+74108+15526+15510+72162+12226+12227+12228+22057+57259+18458+230721+93728+103135+72587"
"68","RNA transport","03013",151,125,0.321496744561268,10.8565910517024,0.067,0.104208233131272,0.200428564747314,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu03013+73192+19384+103573+433702+68092+56698+12729+20595+53975+216766+276919+69731+237221+20901+116940+16211+60365+17149+66441+192170+56215+19826+20220+51796+170722+53319+83454+18949+21681+237082+56488+70699+227699+108989+218210+71805+269113+18141+170762+75826+69736+110379+59015+103468+445007+66679+69912+234865+54563+77595+195236+72787+227720+19069+19386+22196+19387+170930+20610+22218+231042+223921+27374+13627+13628+97112+53817+20918+68969+100042807+13669+16341+54709+55944+56347+66085+68135+78655+70047+208366+227522+54364+66161+67053+67676+67724+69961+74097+114615+68626+225160+331401+73666+107829+386612+18458+230721+93728+13665+26905+218693+13682+13684+26987+13690+208643+230861+217869+326622+67031+68134+13685+21335+226982+108067+13667+209354+217715+224045+69482+20430+76884+14265+14359+23879"
"69","African trypanosomiasis","05143",30,27,0.148950149023088,11.2640492727105,0.147,0.105569244027211,0.200428564747314,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05143+81897+17874+16159+16160+16173+21926+20339+22329+16775+16176+16193+15894+50492+11806+100503605+15129+15930+209176+14102+14103+14063+14682+18795+18796+18797+18798+18750"
"70","NF-kappa B signaling pathway","04064",83,73,0.0620062970259034,25.6852423539865,0.369,0.109310241937149,0.201998629909428,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04064+12048+11796+18035+16179+17874+22030+22033+19766+71609+16177+21937+16176+21926+50930+17000+22031+53859+12675+16151+16150+18034+19698+18033+19697+26409+24099+21939+18803+18761+108723+12042+240354+22034+21929+22029+21934+21943+21898+66513+66724+68652+230073+117149+106759+22637+16797+17087+12475+16803+13000+13001+18792+234779+20963+17096+12229+16818+11920+11545+59004+22196+12633+11798+17873+217069+57913+19225+20303+22329+15894+16992+16994+111173"
"71","Natural killer cell mediated cytotoxicity","04650",97,78,0.611091694045382,162.615861856201,0.038,0.110596438315859,0.201998629909428,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04650+18018+18019+18021+54446+73181+19055+19056+19057+19058+19059+56398+70261+14360+22035+15979+15980+18803+234779+16797+18646+12981+21926+18750+16822+20963+22637+16818+20400+12503+22177+19247+15170+12122+12367+14939+14102+21933+12506+15894+15896+18706+18707+18708+18709+18710+30955+320207+74769+26395+26396+109880+110157+11836+15461+16653+18176+20662+20663+20416+20418+216148+271849+18479+170758+19353+19354+22324+22325+57257+14103+16643+15975+15976+18106+27007+16414+16408+17059"
"72","Regulation of autophagy","04140",19,18,0.0980449480173708,-10.7412192337226,0.238,0.11102214773648,0.201998629909428,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04140+74244+67841+235040+242557+56486+57436+93739+11793+67526+75669+22241+29869+71742+56208+225326+16334+105787+108079"
"73","Notch signaling pathway","04330",49,45,0.0302890647688954,-5.31261901684981,0.839,0.1187403576325,0.212958312047266,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04330+59287+208117+226548+19164+19165+15182+433759+66935+13016+13017+20602+19208+15205+15208+19664+19668+66354+12914+14534+18519+103806+270118+11491+66340+14357+207521+209200+74198+80904+18222+16449+16450+18128+18129+18131+18132+13542+13543+13544+16848+17305+19719+13388+13389+54485"
"74","Hepatitis C","05160",111,97,0.0477585337713138,-10.769804544404,0.541,0.120297061767158,0.212958312047266,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05160+230073+228607+22031+56480+56489+54123+54131+18033+19697+142980+106759+18035+16151+12675+16150+22034+19766+15975+15976+16451+54721+20846+20847+16391+20778+12520+12737+12738+12741+18417+53624+54419+54420+56173+58187+60363+75677+18260+19052+19053+269643+51792+52432+71978+72930+73699+56469+20848+246727+246728+246730+13666+15467+19106+27103+13665+16362+26415+29857+15957+16341+13649+20662+20663+15461+16653+18176+109880+110157+11836+18706+18707+18708+18709+18710+30955+320207+74769+11651+11652+23797+56637+13645+12575+26414+26419+26420+21926+21937+71609+22030+20181+22259+16835+228026+12015+19013"
"75","Bile secretion","04976",64,55,0.1961026873698,10.5374242541556,0.149,0.132448921156534,0.23134411562008,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04976+64008+20544+20535+11928+11931+11932+11933+232975+27222+98660+12638+319229+12349+14683+104110+104111+11512+11513+11514+11515+210044+224129+432530+18747+18749+19108+28250+28253+13849+20493+27413+12780+239273+76408+20186+27409+67470+20517+18670+18669+18671+20537+20525+23957+26459+12012+105243+11829+11826+26357+20181+20778+16835+15357+320024"
"76","Glioma","05214",61,52,0.248296571072124,57.3054859268989,0.12,0.134479258272521,0.231799774127635,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05214+13645+21802+18590+18591+16000+13649+18595+18596+16001+12313+12314+12315+12322+12325+18750+20416+20418+216148+271849+20662+20663+109880+110157+11836+26395+26396+18706+18707+18708+18709+18710+30955+320207+74769+11651+11652+23797+19211+56717+17246+12578+12571+19645+13555+13557+242705+18803+234779+15461+16653+18176+12575"
"77","Prion diseases","05020",33,29,0.218099412147709,27.8749219659712,0.139,0.136302515483017,0.231891292575002,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05020+17967+17968+226519+20867+18747+18749+19108+20655+12028+12259+12260+12262+14360+26395+26396+13712+13653+20304+16175+16176+16193+18128+12364+110382+12274+15139+230558+69379+14828"
"78","Dopaminergic synapse","04728",120,101,0.217017540729491,-17.4849475290126,0.143,0.138803192353368,0.233118182029375,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04728+13492+13162+110877+214084+14680+14683+224129+18747+18749+19108+14682+18795+18796+18797+18798+16438+16439+16440+18750+13195+109731+17161+12286+12287+13489+14678+14679+14681+14688+14695+14696+14697+14700+14701+14702+14706+14708+14710+64337+66066+11651+11652+23797+56637+11909+11911+12912+12913+12915+208647+208677+26427+78284+26414+26415+26419+26420+29857+21823+13488+13490+13491+14281+19055+19056+19057+12322+12325+19052+19053+226849+235542+26931+26932+269643+51792+52432+59032+71978+72930+73699+19046+19047+16519+16521+16522+16524+12313+12314+12315+12288+12289+16573+16574+12753+14799+14800+14802+53623+14812+68566"
"79","Herpes simplex infection","05168",167,134,0.633923688273088,-45.4623962418628,0.051,0.14327916166828,0.234959045720676,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05168+16992+50930+230979+58235+231805+22029+22030+22031+22033+26414+26419+26420+18033+19697+14281+16476+19247+12266+15139+18636+142980+81897+24088+106759+17874+66513+68652+26409+54123+54131+18035+18036+16151+16159+16160+16168+21926+16176+16193+20304+18988+15161+67933+22034+56489+56480+230073+228607+71586+216150+67615+26965+21402+15957+252870+18854+20684+13163+12914+68077+51812+12753+18626+18628+102162+209361+21343+21374+225895+226182+228980+24075+407786+57080+80509+99730+15312+13666+15467+19106+27103+13665+19046+19047+246727+246728+246730+21681+170722+53319+83454+15975+15976+15979+15980+16451+54721+20846+20847+16391+16452+21354+21355+14990+14991+333715+20020+20815+108014+110809+20382+20384+225027+57317+67996+13000+13001+12534+12566+16149+14960+14998+15000+15001+15002+14102+21937+14103+12370+12367+15387+12261+12675+16150"
